;;;;;Recepcion;;;;Balanza;;;;Darsena 1;;;;;Darsena 2;;;;Camion 1;17155,4432;;;Camion 2;;;;Camion 3;16297,3514;;;Camion 4;;;;Camion 5;16266,5755;;;Camion 6;15191,2049;;;Camion 7;19142,2075;;;Camion 8;;;;Camion 9;16173,6491;;;Camion 10;21034,8441;;
Evento;Camion;Dia;Reloj;Tiempo prox llegada;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Atendidos;Estado;Camion;Prox fin atencion;Atendidos;Cola;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion;Estado;Llegada;Inicio atencion;Fin atencion
Llega camion;1211;26;13hs 57min 13s;0hs 11min 30s;Ocupado;1210;0hs 4min 23s;1;Ocupado;1209;0hs 4min 14s;0;Ocupado;1204;0hs 11min 7s;9;Ocupado;1205;0hs 1min 8s;14;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 2;1205;26;13hs 58min 21s;0hs 0min 0s;Ocupado;1210;0hs 3min 14s;1;Ocupado;1209;0hs 3min 5s;0;Ocupado;1204;0hs 9min 58s;9;Ocupado;1206;0hs 9min 58s;15;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Balanza;1209;26;14hs 1min 27s;0hs 0min 0s;Ocupado;1210;0hs 0min 8s;1;Libre;----;..hs ..min ..s;0;Ocupado;1204;0hs 6min 53s;9;Calibrando;----;0hs 7min 43s;----;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1210;26;14hs 1min 36s;0hs 0min 0s;Ocupado;1211;0hs 4min 54;0;Libre;----;0hs 0min 0s;1;Ocupado;1204;0hs 6min 44s;9;Calibrando;----;0hs 7min 34s;----;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1211;26;14hs 6min 31s;0hs 0min 0s;Libre;----;..hs ..min ..;0;Ocupado;1210;0hs 1min 24s;0;Ocupado;1204;0hs 1min 49s;9;Calibrando;----;0hs 2min 39s;----;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Balanza;1210;26;14hs 7min 55s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;..hs ..min ..s;0;Ocupado;1204;0hs 0min 25s;9;Calibrando;----;0hs 1min 15s;----;5;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 1;1204;26;14hs 8min 20s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;0hs 0min 0s;0;Ocupado;1207;0hs 19min 29s;10;Calibrando;----;0hs 0min 49s;----;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1212;26;14hs 8min 44s;0hs 3min 49s;Libre;----;0hs 0min 0s;1;Libre;----;0hs 0min 0s;0;Ocupado;1207;0hs 19min 6s;10;Calibrando;----;0hs 0min 26s;----;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin calibracion Darsena 2;----;26;14hs 9min 10s;0hs 0min 0s;Ocupado;1212;0hs 5min 24s;0;Libre;----;0hs 0min 0s;0;Ocupado;1207;0hs 18min 39s;10;Libre;----;0hs 0min 0s;1;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1213;26;14hs 12min 34s;0hs 22min 41s;Ocupado;1212;0hs 2min 1s;1;Libre;----;0hs 0min 0s;0;Ocupado;1207;0hs 15min 16s;10;Ocupado;1208;0hs 16min 27s;1;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1212;26;14hs 14min 35s;0hs 0min 0s;Ocupado;1213;0hs 3min 37;0;Libre;----;0hs 0min 0s;0;Ocupado;1207;0hs 13min 15s;10;Ocupado;1208;0hs 14min 26s;1;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1213;26;14hs 18min 13s;0hs 0min 0s;Libre;----;..hs ..min ..;0;Libre;----;0hs 0min 0s;1;Ocupado;1207;0hs 9min 37s;10;Ocupado;1208;0hs 10min 48s;1;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Balanza;1213;26;14hs 24min 31s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;..hs ..min ..s;0;Ocupado;1207;0hs 3min 19s;10;Ocupado;1208;0hs 4min 30s;1;5;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 1;1207;26;14hs 27min 50s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;0hs 0min 0s;0;Ocupado;1209;0hs 18min 42s;11;Ocupado;1208;0hs 1min 10s;1;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 2;1208;26;14hs 29min 1s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;0hs 0min 0s;0;Ocupado;1209;0hs 17min 31s;11;Ocupado;1211;0hs 17min 31s;2;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1214;26;14hs 35min 16s;0hs 20min 7s;Libre;----;0hs 0min 0s;1;Libre;----;0hs 0min 0s;0;Ocupado;1209;0hs 11min 17s;11;Ocupado;1211;0hs 9min 46s;2;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1214;26;14hs 39min 21s;0hs 0min 0s;Libre;----;..hs ..min ..;0;Libre;----;0hs 0min 0s;1;Ocupado;1209;0hs 7min 12s;11;Ocupado;1211;0hs 5min 41s;2;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 2;1211;26;14hs 45min 2s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Ocupado;1214;0hs 1min 17s;0;Ocupado;1209;0hs 1min 30s;11;Ocupado;1210;0hs 1min 30s;3;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Balanza;1214;26;14hs 46min 20s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;..hs ..min ..s;0;Ocupado;1209;0hs 0min 13s;11;Ocupado;1210;0hs 14min 24s;3;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 1;1209;26;14hs 46min 33s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;0hs 0min 0s;0;Ocupado;1212;0hs 19min 3s;12;Ocupado;1210;0hs 14min 10s;3;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1215;26;14hs 55min 24s;0hs 4min 57s;Libre;----;0hs 0min 0s;1;Libre;----;0hs 0min 0s;0;Ocupado;1212;0hs 10min 13s;12;Ocupado;1210;0hs 5min 20s;3;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1216;26;15hs 0min 22s;0hs 2min 40s;Ocupado;1215;0hs 0min 40s;1;Libre;----;0hs 0min 0s;0;Ocupado;1212;0hs 5min 15s;12;Ocupado;1210;0hs 0min 22s;3;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 2;1210;26;15hs 0min 44s;0hs 0min 0s;Ocupado;1215;0hs 0min 17s;1;Libre;----;0hs 0min 0s;0;Ocupado;1212;0hs 4min 52s;12;Ocupado;1213;0hs 4min 52s;4;1;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1215;26;15hs 1min 2s;0hs 0min 0s;Ocupado;1216;0hs 4min 28;0;Libre;----;0hs 0min 0s;0;Ocupado;1212;0hs 4min 35s;12;Ocupado;1213;0hs 19min 1s;4;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1217;26;15hs 3min 3s;0hs 5min 9s;Ocupado;1216;0hs 2min 28s;1;Libre;----;0hs 0min 0s;0;Ocupado;1212;0hs 2min 34s;12;Ocupado;1213;0hs 17min 0s;4;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1216;26;15hs 5min 31s;0hs 0min 0s;Ocupado;1217;0hs 3min 7;0;Libre;----;0hs 0min 0s;1;Ocupado;1212;0hs 0min 6s;12;Ocupado;1213;0hs 14min 32s;4;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 1;1212;26;15hs 5min 37s;0hs 0min 0s;Ocupado;1217;0hs 3min 1s;0;Ocupado;1216;0hs 5min 10s;0;Ocupado;1214;0hs 18min 12s;13;Ocupado;1213;0hs 14min 25s;4;1;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1218;26;15hs 8min 13s;0hs 13min 35s;Ocupado;1217;0hs 0min 26s;1;Ocupado;1216;0hs 2min 35s;0;Ocupado;1214;0hs 15min 37s;13;Ocupado;1213;0hs 11min 50s;4;1;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1217;26;15hs 8min 39s;0hs 0min 0s;Ocupado;1218;0hs 4min 54;0;Ocupado;1216;0hs 2min 9s;0;Ocupado;1214;0hs 15min 11s;13;Ocupado;1213;0hs 11min 24s;4;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Balanza;1216;26;15hs 10min 48s;0hs 0min 0s;Ocupado;1218;0hs 2min 45s;0;Libre;----;..hs ..min ..s;0;Ocupado;1214;0hs 13min 2s;13;Ocupado;1213;0hs 9min 15s;4;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1218;26;15hs 13min 34s;0hs 0min 0s;Libre;----;..hs ..min ..;0;Libre;----;0hs 0min 0s;1;Ocupado;1214;0hs 10min 16s;13;Ocupado;1213;0hs 6min 29s;4;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Balanza;1218;26;15hs 20min 3s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;..hs ..min ..s;0;Ocupado;1214;0hs 3min 47s;13;Ocupado;1213;0hs 0min 0s;4;4;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 2;1213;26;15hs 20min 3s;0hs 0min 0s;Libre;----;0hs 0min 0s;0;Libre;----;0hs 0min 0s;0;Ocupado;1214;0hs 3min 46s;13;Ocupado;1215;0hs 3min 46s;5;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1219;26;15hs 21min 49s;0hs 7min 33s;Libre;----;0hs 0min 0s;1;Libre;----;0hs 0min 0s;0;Ocupado;1214;0hs 2min 1s;13;Ocupado;1215;0hs 14min 7s;5;3;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Darsena 1;1214;26;15hs 23min 50s;0hs 0min 0s;Ocupado;1219;0hs 3min 54s;0;Libre;----;0hs 0min 0s;0;Ocupado;1217;0hs 17min 25s;14;Ocupado;1215;0hs 12min 5s;5;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Fin atencion Recepcion;1219;26;15hs 27min 45s;0hs 0min 0s;Libre;----;..hs ..min ..;0;Libre;----;0hs 0min 0s;1;Ocupado;1217;0hs 13min 31s;14;Ocupado;1215;0hs 8min 11s;5;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1220;26;15hs 29min 23s;0hs 1min 54s;Libre;----;0hs 0min 0s;1;Ocupado;1219;0hs 3min 50s;0;Ocupado;1217;0hs 11min 53s;14;Ocupado;1215;0hs 6min 33s;5;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
Llega camion;1221;26;15hs 31min 18s;0hs 7min 47s;Ocupado;1220;0hs 3min 41s;1;Ocupado;1219;0hs 1min 55s;0;Ocupado;1217;0hs 9min 58s;14;Ocupado;1215;0hs 4min 38s;5;2;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--;Terminado;--:--:--;--:--:--;--:--:--
